,exact_1,exact_2,exact_3,rf_1,rf_2,rf_3,svr_1,svr_2,svr_3,nn_1,nn_2,nn_3,rf_1_err,rf_2_err,rf_3_err,svr_1_err,svr_2_err,svr_3_err,nn_1_err,nn_2_err,nn_3_err,rf_err2,svr_err2,nn_err2,rf_errinf,svr_errinf,nn_errinf
0,1.9864020648547984,1.9589690487126312,1.4245466357053465,1.9688080179493688,1.900207036224805,1.402049155606165,1.9495759268077908,1.908335458560824,1.4372930351144302,1.985916,1.9580919,1.41892,0.01759404690542965,0.05876201248782631,0.02249748009918151,0.03682613804700763,0.05063359015180713,0.01274639940908373,0.00048604636877547236,0.0008771936634979216,0.005626595574731219,0.06533499222425133,0.06389362717058981,0.00571526793400499,0.05876201248782631,0.05063359015180713,0.005626595574731219
1,1.8072529379384887,1.2795508672140572,1.2058037024666524,1.8084888817461462,1.2781775850455661,1.2018554821673684,1.8226847944966589,1.2902743230463969,1.201033983247535,1.8061312,1.2800137,1.2047938,0.001235943807657458,0.0013732821684910856,0.003948220299283989,0.015431856558170143,0.01072345583233969,0.0047697192191173965,0.0011216942327392232,0.0004628132440116506,0.001009891622230974,0.004359117403977615,0.019387751887449376,0.001578694124662954,0.003948220299283989,0.015431856558170143,0.0011216942327392232
2,1.4081480729874372,1.1807317736934462,1.6954038788078158,1.4162803269098498,1.1865338153281106,1.6797712637741105,1.4131471364482708,1.1759632552685757,1.6979657014506355,1.4087214,1.180514,1.6936777,0.00813225392241268,0.005802041634664468,0.015632615033705388,0.004999063460833675,0.0047685184248704715,0.0025618226428196778,0.0005733740035296364,0.00021779568899060742,0.0017262150047152591,0.018551978163554635,0.007368333509487414,0.0018319418529447378,0.015632615033705388,0.004999063460833675,0.0017262150047152591
3,1.5278479801214375,1.3271293882986073,1.1258375537787495,1.5201295978165168,1.30027035997881,1.1889895652423634,1.5313655294897823,1.3307931206489778,1.114837852816405,1.522891,1.3199911,1.1259433,0.007718382304920723,0.026859028319797362,0.06315201146361393,0.003517549368344808,0.003663732350370541,0.010999700962344594,0.004956935504738302,0.007138276543236177,0.00010574932946583182,0.06905908614794302,0.012115672063690863,0.008691224570020814,0.06315201146361393,0.010999700962344594,0.007138276543236177
4,1.6613949051255674,1.9599423655606616,1.3905945196906209,1.6383888198868322,1.9189127642008372,1.41343805460671,1.6466939655190942,1.9393094170971865,1.3983671574869105,1.6607378,1.9597676,1.3899422,0.023006085238735263,0.041029601359824364,0.022843534916089148,0.014700939606473229,0.020632948463475076,0.007772637796289672,0.0006571522111387118,0.00017478552831295957,0.0006523505011677422,0.05229278375857072,0.02650000162116792,0.0009423163937266202,0.041029601359824364,0.020632948463475076,0.0006571522111387118
5,1.3038867469892272,1.2978069955115579,1.6276022619273904,1.3077311151431175,1.2834760914852474,1.6593137633843542,1.3066147234349212,1.2973833244533968,1.6255843057945218,1.3029969,1.2979115,1.6278147,0.003844368153890221,0.014330904026310431,0.031711501456963775,0.0027279764456940025,0.0004236710581611014,0.0020179561328685924,0.0008898731336364207,0.00010452926108617255,0.00021238860819305927,0.03501104541953841,0.003419575939786481,0.0009208200048225001,0.031711501456963775,0.0027279764456940025,0.0008898731336364207
6,1.3970680469704158,1.5945935573451826,1.5378632113368806,1.3985990789500786,1.5811874455097834,1.5370895839808656,1.406737476343247,1.5846749937818623,1.5368248618781108,1.3942008,1.5948808,1.5357286,0.0015310319796628669,0.013406111835399193,0.0007736273560150497,0.009669429372831218,0.009918563563320326,0.001038349458769794,0.002867245121050521,0.00028726197549611143,0.0021346375377473414,0.013515413155059506,0.013890786052427856,0.0035861248506311068,0.013406111835399193,0.009918563563320326,0.002867245121050521
7,1.2855759602493508,1.190146526680489,1.6632899490699908,1.2930779333311058,1.20786348500152,1.629374901667488,1.2802075377589397,1.1876380675114153,1.6644985990282224,1.2855074,1.191052,1.6644942,0.007501973081754931,0.01771695832103104,0.03391504740250273,0.00536842249041114,0.002508459169073607,0.0012086499582315557,6.851968233423378e-05,0.0009054333109661528,0.0012042077674725427,0.03899231530164032,0.0060475748990810145,0.0015081845957028999,0.03391504740250273,0.00536842249041114,0.0012042077674725427
8,1.7451445847761238,1.8437348209741944,1.201133529771901,1.7365205387299147,1.846388162685295,1.2149510682031281,1.7377175550593145,1.8320903534838309,1.2107381703476043,1.7433832,1.8448237,1.2028091,0.008624046046209033,0.002653341711100543,0.013817538431227128,0.007427029716809308,0.01164446749036352,0.009604640575703316,0.0017614156019294391,0.0010888970967894984,0.001675565610789409,0.016502689500243233,0.016822708287815846,0.0026637946478993333,0.013817538431227128,0.01164446749036352,0.0017614156019294391
9,1.357380344584585,1.8538191346828292,1.4984086620901766,1.3411673914318487,1.8312669816495974,1.516613073938513,1.3673004531811368,1.8605198515712467,1.4967606931898645,1.359348,1.852744,1.5013448,0.016212953152736187,0.02255215303323177,0.018204411848336433,0.009920108596551902,0.006700716888417446,0.0016479689003121578,0.0019677141159766265,0.0010751514140914242,0.002936137905245717,0.03320933704714647,0.012084037524043932,0.0036944221745838918,0.02255215303323177,0.009920108596551902,0.002936137905245717
