,val_loss,loss
0,0.7749078207015991,2.0342036252734306
1,0.27383433809280394,0.5973859598924374
2,0.0983008360505104,0.23803953629458088
3,0.13710232734680175,0.12862238005317492
4,0.08134459524154664,0.11278953368978939
5,0.08081337447166442,0.08666613158480875
6,0.05736849931478501,0.06916691448496676
7,0.052053382897377015,0.05268852331343739
8,0.048118469655513765,0.04868530070987241
9,0.04604333879947663,0.04506678977745703
10,0.04313736478090286,0.04281144238066399
11,0.040250902235507965,0.04084230475555891
12,0.03949781882464886,0.040009051625584734
13,0.039130899038910864,0.03997087551430724
14,0.039366937625408174,0.04030068364294096
15,0.03911598934233189,0.039834189603383516
16,0.03910960644483566,0.03910080193616878
17,0.0381549838423729,0.03897301600068465
18,0.037326538783311845,0.04006288962802668
19,0.04061239611506462,0.03968011613549857
20,0.03689520251750946,0.038573546527788556
21,0.03795090642571449,0.03817293484663141
22,0.03949840841293335,0.038882209780229916
23,0.03570410174429417,0.03760393019551518
24,0.03634097492992878,0.03633703886606227
25,0.03774005753099918,0.03667203904311547
26,0.038332010728120806,0.036931128423104344
27,0.0359869526386261,0.03875197136196597
28,0.03834272322654724,0.03660323021226916
29,0.034703327941894534,0.03591903645930619
30,0.03369708840548992,0.034950794288139235
31,0.03344374704658985,0.0339427348440406
32,0.03322785334289074,0.0334550343539523
33,0.03792235110402107,0.033439970564568176
34,0.03234252510070801,0.03442904717106929
35,0.031569422471523285,0.0321417532689955
36,0.030725718581676484,0.03165974343816439
37,0.030064770635962485,0.030306231787149935
38,0.029897434544563294,0.030921331167906182
39,0.029680422332882882,0.0303026399864205
40,0.02810297074317932,0.031014326617292975
41,0.02686318150162697,0.029666039043630677
42,0.026071578258275985,0.026935765755245054
43,0.026741148501634598,0.025889601066023452
44,0.02510085949897766,0.025545332923360253
45,0.020755942606925964,0.023917472054218424
46,0.020338736854493618,0.022783905182076597
47,0.02176012941002846,0.022365038550790698
48,0.018707097326219082,0.018901148586180704
49,0.01766525459587574,0.017047598294314296
50,0.009831577122956514,0.017733638645845585
51,0.009054734414070845,0.014524275362063414
52,0.017270315313339234,0.012630802793321252
53,0.015973285818099977,0.013741876140515181
54,0.004820598497986794,0.011127257553710678
55,0.0060415216252207755,0.006257026798851873
56,0.005956880709528923,0.004839680508185906
57,0.004206191922351718,0.004321078116866364
58,0.004489845580607652,0.0028767245326555154
59,0.004849507866054773,0.003012266098361077
60,0.005108249970525503,0.003204655761284561
