,val_loss,val_acc,loss,acc,lr
0,0.7965442055266552,0.5087583684170794,0.8606735467910767,0.48454028367996216,4.6875000407453626e-05
1,0.7536891959096463,0.5394513082658215,0.8171318769454956,0.5096225738525391,4.6875000407453626e-05
2,0.7087224999967364,0.5755641337745704,0.7637272477149963,0.541755735874176,4.6875000407453626e-05
3,0.6645505076170545,0.6154517352917773,0.708323061466217,0.5808241367340088,4.6875000407453626e-05
4,0.6224052273909636,0.657465339332362,0.6544719934463501,0.6279835104942322,4.6875000407453626e-05
5,0.5826195287935382,0.6993012604355523,0.6036809682846069,0.6757787466049194,4.6875000407453626e-05
6,0.5451069944226232,0.7388456419074217,0.5563099384307861,0.7186615467071533,4.6875000407453626e-05
7,0.5096219315752086,0.775252580498379,0.5120587944984436,0.7625845670700073,4.6875000407453626e-05
8,0.4759561845956068,0.8074584492663398,0.4704754948616028,0.8030399680137634,4.6875000407453626e-05
9,0.444011467421026,0.8350151529035037,0.4312008321285248,0.8366180062294006,4.6875000407453626e-05
10,0.4138110664171784,0.8587540337594889,0.3941834568977356,0.8665549159049988,4.6875000407453626e-05
11,0.38547863103479413,0.8782251543148185,0.35938575863838196,0.8885742425918579,4.6875000407453626e-05
12,0.35919336759341736,0.8943817534689176,0.3270004093647003,0.9071837067604065,4.6875000407453626e-05
13,0.33512468714209886,0.9071086298274456,0.2972072660923004,0.9215742945671082,4.6875000407453626e-05
14,0.31339056117578895,0.9176294584732271,0.27017533779144287,0.9345200061798096,4.6875000407453626e-05
15,0.294035536974452,0.925555560740855,0.2460184097290039,0.9439404010772705,4.6875000407453626e-05
16,0.27700667601616946,0.9314623716091128,0.22474612295627594,0.9510489106178284,4.6875000407453626e-05
17,0.26218806410432344,0.9357810790640775,0.20624572038650513,0.9554412364959717,4.6875000407453626e-05
18,0.24940291001394546,0.9390361725658636,0.19029180705547333,0.9589087963104248,4.6875000407453626e-05
19,0.2384425986789714,0.941541759211561,0.1766018569469452,0.9615095853805542,4.6875000407453626e-05
20,0.22908869293113213,0.9432590631730524,0.16488227248191833,0.9635323882102966,4.6875000407453626e-05
21,0.221116676000552,0.9442608100546281,0.1548387110233307,0.9661909341812134,4.6875000407453626e-05
22,0.21431615526537628,0.9451103623688847,0.1461966335773468,0.9676356911659241,4.6875000407453626e-05
23,0.20850166335665862,0.9457689002697462,0.13871175050735474,0.9688493013381958,4.6875000407453626e-05
24,0.20351176199603216,0.9462612809626877,0.1321682333946228,0.969427227973938,4.6875000407453626e-05
25,0.1992112392013933,0.946650585597133,0.12638932466506958,0.9701207876205444,4.6875000407453626e-05
26,0.19549513326189613,0.9470532228621482,0.12123289704322815,0.9712188243865967,4.6875000407453626e-05
27,0.19227369174156775,0.9474322188756849,0.1165977269411087,0.97208571434021,4.6875000407453626e-05
28,0.18948473164975596,0.9476608199588323,0.11240896582603455,0.9725481271743774,4.6875000407453626e-05
29,0.1870762291480881,0.9478718586464483,0.10860761255025864,0.9730104207992554,4.6875000407453626e-05
30,0.18500329881208957,0.9480586156814305,0.1051466315984726,0.973761796951294,4.6875000407453626e-05
31,0.18322997898031762,0.9481835321999058,0.10198143869638443,0.9747442007064819,4.6875000407453626e-05
32,0.181721482164346,0.9482653978565607,0.09907210618257523,0.9746865034103394,4.6875000407453626e-05
33,0.1804426214308196,0.9482963260765322,0.09638302028179169,0.9752644300460815,4.6875000407453626e-05
34,0.17936394913866213,0.948344227813539,0.09388347715139389,0.9754955768585205,4.6875000407453626e-05
35,0.17844707596388626,0.9483096638064504,0.09154004603624344,0.9759000539779663,4.6875000407453626e-05
36,0.17766831857336443,0.9482817721520825,0.08933140337467194,0.9760156869888306,4.6875000407453626e-05
37,0.17699425569506208,0.9482666115014182,0.08723996579647064,0.9765358567237854,4.6875000407453626e-05
38,0.17640633511870402,0.9482884411373093,0.08525392413139343,0.9766514301300049,4.6875000407453626e-05
39,0.17588521484841832,0.9483460449614383,0.08336317539215088,0.9775761961936951,4.6875000407453626e-05
40,0.17541608837364758,0.9483824290990637,0.08156374096870422,0.9778072834014893,4.6875000407453626e-05
41,0.17498832375797368,0.9484448866848025,0.0798497125506401,0.9781541228294373,4.6875000407453626e-05
42,0.17460091415675444,0.9485431236062346,0.0782204195857048,0.978269636631012,4.6875000407453626e-05
43,0.174245534186598,0.9486207397259273,0.07667018473148346,0.9787320494651794,4.6875000407453626e-05
44,0.17392488787307,0.9486971507157117,0.07519390434026718,0.9791365265846252,4.6875000407453626e-05
45,0.17363691221715175,0.9487790094449503,0.07378315180540085,0.9793099761009216,4.6875000407453626e-05
46,0.1733840515504834,0.9488299494313077,0.0724334642291069,0.9794833064079285,4.6875000407453626e-05
47,0.1731705444776983,0.9488645141600023,0.07113973796367645,0.9795411229133606,4.6875000407453626e-05
48,0.17299044565196187,0.9489142253477791,0.06989950686693192,0.979945719242096,4.6875000407453626e-05
49,0.1728443668868101,0.9489293978808867,0.06871102750301361,0.9804080128669739,4.6875000407453626e-05
50,0.17273178659349414,0.9489099860576201,0.0675671175122261,0.9806392192840576,4.6875000407453626e-05
51,0.17265042200792788,0.9489251444953598,0.06646756082773209,0.9814482927322388,4.6875000407453626e-05
52,0.17259843301109193,0.9488754269574514,0.06540875881910324,0.9813905358314514,4.6875000407453626e-05
53,0.17257414337268656,0.9488044694318609,0.06438814848661423,0.9816216826438904,4.6875000407453626e-05
54,0.1725717213867748,0.9487747631311609,0.06340226531028748,0.9817372560501099,4.6875000407453626e-05
55,0.17258915378500897,0.9487329179284263,0.06244904175400734,0.9824308156967163,4.6875000407453626e-05
56,0.172614108311062,0.9486619734879556,0.061527661979198456,0.9830087423324585,4.6875000407453626e-05
57,0.1726496923561535,0.9486195267064615,0.06063675880432129,0.9832398891448975,4.6875000407453626e-05
58,0.1726958830092971,0.9485970933751006,0.059774622321128845,0.9837022423744202,4.6875000407453626e-05
59,0.1727435312822425,0.9485789020278936,0.05894121155142784,0.9838756322860718,4.6875000407453626e-05
60,0.17280350448721546,0.9485449449875549,0.058132968842983246,0.9841067790985107,4.6875000407453626e-05
61,0.17287540753297598,0.9485164419886949,0.05735032260417938,0.984222412109375,4.6875000407453626e-05
62,0.17296482727256296,0.9484776330629214,0.0565926618874073,0.9845113754272461,4.6875000407453626e-05
63,0.1730610566744408,0.9484661143089707,0.05585680156946182,0.9847425222396851,4.6875000407453626e-05
64,0.17317399888918034,0.9484091075896447,0.055144302546978,0.9849158525466919,4.6875000407453626e-05
65,0.17329593685916395,0.9483824291471707,0.054452355951070786,0.9850314855575562,4.6875000407453626e-05
66,0.17343896932905967,0.9483466528903293,0.05377859249711037,0.9850315451622009,4.6875000407453626e-05
67,0.17358680318400588,0.9483120878248854,0.053120844066143036,0.9852626323699951,4.6875000407453626e-05
68,0.17374846181675155,0.9482763162344285,0.05247940495610237,0.9854938983917236,4.6875000407453626e-05
69,0.173931208936027,0.9482453845507489,0.05185496434569359,0.9857249855995178,4.6875000407453626e-05
70,0.17412574323460978,0.9481865605392025,0.05124872550368309,0.9856093525886536,4.6875000407453626e-05
71,0.17433221185996323,0.9481356348406412,0.05065763741731644,0.9857249855995178,4.6875000407453626e-05
72,0.17454685441566342,0.948045883186408,0.05007967725396156,0.9857250452041626,4.6875000407453626e-05
73,0.17477378243155015,0.9479870661984922,0.04951547831296921,0.9856671690940857,4.6875000407453626e-05
74,0.17500991893209114,0.9479312787044424,0.04896536096930504,0.9858405590057373,4.6875000407453626e-05
75,0.17524708017309987,0.9478718480147884,0.048428718000650406,0.9860140085220337,4.6875000407453626e-05
76,0.17549093115753084,0.9478348595081942,0.04790665954351425,0.9858983755111694,4.6875000407453626e-05
77,0.17574190379055013,0.9477851298954142,0.0473952554166317,0.9858983755111694,4.6875000407453626e-05
78,0.1759995049267069,0.9477542028781192,0.04689394682645798,0.9858983755111694,4.6875000407453626e-05
79,0.17625775164755436,0.9476990175401135,0.04640497267246246,0.9860718250274658,4.6875000407453626e-05
80,0.1765244712360065,0.947657786087224,0.045925624668598175,0.9863029718399048,4.6875000407453626e-05
81,0.17679321382245872,0.947607465142488,0.0454556941986084,0.9863029718399048,4.6875000407453626e-05
82,0.17706700572571127,0.9475486418044403,0.04499781131744385,0.9864184856414795,4.6875000407453626e-05
83,0.17720977587984685,0.9475316682392979,0.044549986720085144,0.9864184856414795,2.3437500203726813e-05
84,0.17734977260195892,0.9475098378336939,0.04433051496744156,0.9865341186523438,2.3437500203726813e-05
85,0.17748681579124936,0.9474867926286631,0.04411321133375168,0.9864184856414795,2.3437500203726813e-05
86,0.17761948495453841,0.947461332256896,0.043898697942495346,0.9865919351577759,2.3437500203726813e-05
87,0.17775863706103442,0.9474467712126017,0.04368703067302704,0.986649751663208,2.3437500203726813e-05
88,0.17789750400091775,0.9474273646811116,0.043478187173604965,0.9868231415748596,2.3437500203726813e-05
89,0.17803442599650252,0.9474018969970716,0.04327220097184181,0.9869965314865112,2.3437500203726813e-05
90,0.17816958028621688,0.9473679380805575,0.043068721890449524,0.9871120452880859,2.3437500203726813e-05
91,0.17830268146291292,0.9473594471848329,0.0428682416677475,0.9871698617935181,2.3437500203726813e-05
92,0.17844155156583533,0.9473376162019441,0.042669571936130524,0.9872854948043823,2.3437500203726813e-05
93,0.17857598307105782,0.9473121467379431,0.042473215609788895,0.9873432517051697,2.3437500203726813e-05
94,0.17871533128597547,0.9472951730284794,0.042279575020074844,0.9873431921005249,2.3437500203726813e-05
95,0.17885355420464755,0.9472806221828814,0.042088355869054794,0.9874010682106018,2.3437500203726813e-05
96,0.17899154454974806,0.9472557618023408,0.041899506002664566,0.9873432517051697,2.3437500203726813e-05
97,0.1791272246736591,0.9472363586383447,0.04171246662735939,0.9874587655067444,2.3437500203726813e-05
98,0.17926826545122268,0.9472145328991254,0.04152732715010643,0.9874588251113892,2.3437500203726813e-05
99,0.17940967973198402,0.9472036158201481,0.04134458675980568,0.987632155418396,2.3437500203726813e-05
100,0.17954813494761207,0.9471890602119514,0.04116367548704147,0.9876899719238281,2.3437500203726813e-05
101,0.17968969279186103,0.9471708643907881,0.040984414517879486,0.987978994846344,2.3437500203726813e-05
102,0.1798262196601255,0.947146603231761,0.04080701619386673,0.9880368113517761,2.3437500203726813e-05
103,0.17996441039517583,0.9471369017700306,0.040631212294101715,0.9882678985595703,2.3437500203726813e-05
104,0.18010773789363105,0.9471168876945059,0.040456753224134445,0.9882678985595703,2.3437500203726813e-05
105,0.18024680010006253,0.9470932396599321,0.040284380316734314,0.9883257150650024,2.3437500203726813e-05
106,0.18038835330198041,0.9470829349356952,0.040113843977451324,0.9883835315704346,2.3437500203726813e-05
107,0.18053063811603529,0.9470665635265969,0.03994446247816086,0.9886147379875183,2.3437500203726813e-05
108,0.18066819658002323,0.9470532269031411,0.03977665677666664,0.9886725544929504,2.3437500203726813e-05
109,0.1808065898217339,0.9470301818905384,0.03961075842380524,0.9887301921844482,2.3437500203726813e-05
110,0.18095273175145274,0.9470168383396663,0.039446111768484116,0.9887880682945251,2.3437500203726813e-05
111,0.18109269914028622,0.9470004621198622,0.03928301855921745,0.9887880682945251,2.3437500203726813e-05
112,0.1812382056479304,0.9469762156334878,0.03912138193845749,0.9888458251953125,2.3437500203726813e-05
113,0.18130844144738423,0.946965912641105,0.038961347192525864,0.9889614582061768,1.1718750101863407e-05
114,0.18138449953581845,0.9469537876901173,0.038881734013557434,0.9890192747116089,1.1718750101863407e-05
115,0.18145421814831925,0.9469398358736046,0.03880207985639572,0.9890192747116089,1.1718750101863407e-05
116,0.18152916551694648,0.946941652396112,0.038723282516002655,0.9890192747116089,1.1718750101863407e-05
117,0.18159895995819733,0.9469331626549568,0.03864530473947525,0.9890192747116089,1.1718750101863407e-05
118,0.18167527426482208,0.9469222479332253,0.03856757655739784,0.9890192747116089,1.1718750101863407e-05
119,0.1817507524467265,0.9469173972023601,0.0384899377822876,0.9890192747116089,1.1718750101863407e-05
